text,label
strange pain stomach area know reason behind moreover starting get mild fever along chills headaches,Typhoid
high fever particularly night quite unpleasant little headache well constipation diarrhea feel like eating anything,Typhoid
lot trouble staying hydrated vomiting diarrhea high fever constipation headache also starting get strange pain stomach area anything physical,Typhoid
getting headache past week growing worse accompanied stomach pains constipation diarrhea know happening really worried,Typhoid
lost lot weight last week eat much due nausea vomiting followed high fever headache stomach pain,Typhoid
diarrhea constipation quite concerning stomach severe painful ache constantly exhausted feel like eating anything,Typhoid
diarrhoea loose watery stools many times day lost appetite always sick also developing mild fever also abdominal part pains lot know reason behind,Typhoid
experiencing intense itching skin driving crazy also rash red inflamed,Chicken pox
feeling fatigued energy barely keep eyes open day feeling lethargic unable motivate,Chicken pox
high fever past days know causing also noticed rashes skin hard resist scratching,Chicken pox
lost appetite seem eat anything worried health,Chicken pox
small red spots body explain worrying feel extremely tired experience mild fever every night,Chicken pox
lymph nodes swollen causing discomfort neck armpits know causing,Chicken pox
feeling really sick uncomfortable like something wrong inside know could noticed small red spots arms itches touch,Chicken pox
itching making hard sleep night get rest also lost appetite feel lethargic,Chicken pox
worried rash skin spreading rapidly causing lot discomforts hardly sleep night itching,Chicken pox
energy lost appetite feeling really sick know wrong,Chicken pox
skin rash red inflamed spreading body experiencing intense itching especially arms legs,Chicken pox
high fever past days starting worry know causing also red spots arms legs swollen,Chicken pox
skin rash red swollen spreading body mild fever causing lot discomforts,Chicken pox
feeling fatigued energy barely keep eyes open day feeling lethargic unable motivate,Chicken pox
small red spots body explain bumps itchy uncomfortable seem spread rapidly worrying,Chicken pox
itching making hard sleep night seem get rest rash itchy uncomfortable feeling really tired exhausted,Chicken pox
energy lost appetite high fever severe headache know wrong,Chicken pox
high fever swollen lymph nodes causing much discomfort headache feel weak fatigued hard concentrate fever,Chicken pox
rash skin causing lot discomforts red inflamed spreading body rash accompanied intense itching especially arms legs,Chicken pox
red spots body explain spots itchy starting swell spreading rapidly,Chicken pox
small lymph nodes arms face itching making day uncomfortable,Chicken pox
energy lost appetite feeling really sick know wrong also small red spots starting show skin,Chicken pox
mild fever past days starting worry fever accompanied severe headache feel weak lethargic,Chicken pox
swollen lymph nodes red spots body causing discomfort also mild fever feel tired time,Chicken pox
suffering severe itching body driving insane also red irritating rash,Chicken pox
seen rashes skin difficult scratch also high fever several days sure causing,Chicken pox
little red spots body understand worries lost appetite every night exhausted severe headache,Chicken pox
feeling really sick lost appetite seen little red patches arms neck face itch touch,Chicken pox
red spots arms legs itching makes difficult sleep night also severe headaches mild fever,Chicken pox
enlarged lymph nodes giving great deal pain rashes body cannot sleep night,Chicken pox
skin rash giving lot pain discomfort red swollen spreading throughout body,Chicken pox
high fever mild headache tired time completely lost appetite,Chicken pox
arms face small lymph nodes starting swell day made really miserable constant itching pain,Chicken pox
arms neck large lymph nodes itch touch itching made day extremely uncomfortable,Chicken pox
skin rash causing great deal pain also small red spots developing near neck since yesterday severe fever headache fatigue,Chicken pox
starting develop tiny red spots face neck area itches touch itching making day uncomfortable,Chicken pox
lost appetite completely seem eat anything feel like vomiting feel exhausted noticed rashes skin really concerning,Chicken pox
high fever severe headache seem eat anything feel like vomiting also red spots developing arms really worried,Chicken pox
worried red spots skin spreading rapidly causing lot problems also developed mild fever headache every night,Chicken pox
feeling really nauseous uneasy sure might seen rashes arms legs lost appetite feel exhausted every day,Chicken pox
